@relation project-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute SalaryUSD {Low,High,High-Mid,Low-Mid}
@attribute Country {Sweden,USA,UK,Pakistan,Paraguay,India,Serbia-and-Montenegro,Germany,Canada,Dominican-Republic,Slovakia,Brazil,France,Poland,Romania,Ireland,South-Africa,Portugal,CostaRica,Israel,Argentina,Peru,Australia,Venezuela,Spain,Belgium,Malaysia,Netherlands,Russia,Italy,Finland,Turkey,Austria,New-Zealand,Honduras,UAE,Guernsey,Norway,Luxembourg,PuertoRico,Guatemala,Greece,Denmark,Lithuania,Ukraine,Philippines,Hungary,Estonia,Caymans,Croatia,Indonesia,Thailand,Switzerland,Slovenia,Bosnia,Cyprus,Bulgaria,Singapore,Colombia,Chile,Iceland,Macedonia,Jersey,Latvia,CzechRepublic,Mexico,Bangladesh,China,Iran,Qatar,Ecuador,Uruguay,SaudiArabia,Vanuatu,Taiwan,Maldives,Armenia,Swaziland,Georgia,HK,Syria,Bahrain,Moldova,Nicaragua,Jamaica,Malta,Jordan,Uganda,Belarus,Nepal,Ghana,ElSalvador,Albania,Bolivia,Vietnam,Bermuda,Kenya}
@attribute PrimaryDatabase {M,P,A,MA,O,MS,RDS,MDB,DB2,SQLI,C,SAP,T,E}
@attribute YearsWithThisDatabase numeric
@attribute EmploymentStatus {E,EC,IC,P,I}
@attribute JobTitle {D,DBAP,DBAG,M,DA,DT,A,DBAD,E,AN,DS,DBA,PDE,DO,T,DBS,C,SA,S,DBABI,SRC,AC}
@attribute ManageStaff {Y,N}
@attribute YearsWithThisTypeOfJob numeric
@attribute HowManyCompanies numeric
@attribute OtherPeopleOnYourTeam numeric
@attribute EmploymentSector {PB,E,SG,LG,NP,FG,S}
@attribute CareerPlansThisYear {S,C,SR,SE}
@attribute Gender {M,F,NB}
@attribute DatabaseServers numeric
@attribute Education {'Bachelors (4 years)','None (no degree completed)',Masters,'Associates (2 years)',Doctorate/PhD}
@attribute Certifications {N,YesValid,YesExpired}
@attribute HoursWorkedPerWeek numeric
@attribute TelecommuteDaysPerWeek {zero,five,four,one,three,two}

@data
Low,South-Africa,M,0,E,DBAD,N,0,2.371205,3,PB,S,M,4,'None (no degree completed)',YesValid,40,zero
Low-Mid,USA,M,12,E,AN,N,5,2.371205,2,PB,SR,M,5,'Bachelors (4 years)',N,40,one
Low,Canada,M,2,E,DT,N,0,2.371205,2,PB,S,M,8,'Associates (2 years)',YesValid,40,zero
High,USA,O,18,E,E,N,18,2.371205,2,PB,S,M,50,'Bachelors (4 years)',YesExpired,55,one
Low-Mid,USA,M,10,E,DA,N,2,2.371205,4,PB,S,M,4,'Bachelors (4 years)',YesExpired,40,five
Low-Mid,USA,M,5,E,DA,N,1,2.371205,4,LG,S,M,8,Masters,N,40,zero
Low-Mid,USA,M,18,E,A,N,12,2.371205,0,PB,S,F,10,'Bachelors (4 years)',N,40,one
Low-Mid,USA,M,10,E,DBAP,N,10,2.371205,6,PB,SE,M,2000,'Associates (2 years)',N,40,five
Low-Mid,USA,M,7,E,DA,N,5,2.371205,0,E,S,M,9,'Bachelors (4 years)',YesValid,40,zero
High,USA,M,18,E,DBAG,N,10,2.371205,5,PB,S,M,500,'Bachelors (4 years)',YesExpired,40,five
Low,USA,M,5,E,M,N,5,2.371205,0,E,S,F,4,'Bachelors (4 years)',YesExpired,45,zero
High,USA,M,25,E,A,N,5,2.371205,0,PB,S,M,16,Masters,N,52,one
High-Mid,USA,M,8,EC,DBAD,N,15,2.371205,1,FG,S,M,5,Masters,N,42,two
Low,Canada,M,2,E,DT,N,2,2.371205,0,PB,S,M,3,'None (no degree completed)',N,40,zero
Low-Mid,Germany,M,6,E,D,N,6,2.371205,1,PB,S,M,2,Masters,N,40,zero
High,USA,M,22,E,E,N,3,2.371205,2,PB,S,M,5,'None (no degree completed)',N,45,one
High-Mid,USA,M,20,E,DBAG,N,9,2.371205,0,PB,S,M,96,'Bachelors (4 years)',YesExpired,55,zero
Low,USA,M,1,E,DBAG,N,1,2.371205,0,PB,S,M,4,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,4,E,DBAD,N,4,2.371205,1,PB,S,M,9,Masters,N,40,zero
Low,USA,M,8,E,DA,N,8,2.371205,4,PB,S,M,7,'Bachelors (4 years)',N,60,zero
Low,USA,M,3,E,AN,Y,3,2.371205,3,E,S,M,2,'Bachelors (4 years)',N,40,zero
Low,USA,M,7,E,D,N,7,2.371205,1,NP,S,M,16,'Associates (2 years)',N,45,zero
High-Mid,USA,M,7,EC,E,N,1,2.371205,5,PB,C,M,20,'None (no degree completed)',YesValid,42,zero
Low-Mid,USA,M,3,E,DT,N,2,2.371205,4,PB,SR,M,6,'None (no degree completed)',N,40,one
High-Mid,USA,M,17,E,E,N,10,2.371205,0,PB,S,M,50,'Bachelors (4 years)',N,45,zero
High,USA,M,10,E,A,N,4,2.371205,1,PB,S,M,28,'Bachelors (4 years)',N,40,one
High,USA,M,13,EC,DBAP,N,1,2.371205,6,FG,SR,M,120,'Bachelors (4 years)',N,40,zero
Low-Mid,USA,M,13,E,DA,N,20,2.371205,6,FG,S,M,12,'Bachelors (4 years)',YesExpired,40,zero
Low-Mid,USA,M,4,E,DBAG,N,4,2.371205,3,PB,S,F,52,'Bachelors (4 years)',N,43,five
High,USA,M,12,E,DBAG,N,3,2.371205,1,PB,S,M,15,'Bachelors (4 years)',N,45,zero
High-Mid,USA,M,10,E,D,N,5,2.371205,6,E,S,M,24,Masters,N,40,zero
Low-Mid,USA,M,4,E,DT,N,4,2.371205,0,PB,SE,M,3,'Associates (2 years)',YesExpired,40,five
High,USA,M,15,E,E,N,7,2.371205,0,PB,S,M,4,'Bachelors (4 years)',YesExpired,40,zero
High,USA,M,3,E,AN,Y,3,2.371205,0,PB,SE,M,2,'Bachelors (4 years)',N,40,zero
Low,Canada,M,11,E,DBAG,N,7,2.371205,0,PB,SR,M,20,'Bachelors (4 years)',YesExpired,40,zero
High-Mid,USA,M,4,E,DT,N,4,2.371205,5,PB,S,M,158,'Bachelors (4 years)',N,40,zero
Low-Mid,USA,M,10,E,D,N,20,2.371205,0,PB,S,M,7,'Bachelors (4 years)',YesValid,50,zero
High,USA,M,8,E,DA,N,16,2.371205,4,PB,S,M,10,'Bachelors (4 years)',YesExpired,40,one
Low,USA,M,2,E,AN,N,2,2.371205,0,PB,C,M,4,'None (no degree completed)',YesValid,41,zero
High,USA,M,10,IC,DBAP,N,2,2.371205,0,PB,C,M,600,'Associates (2 years)',YesExpired,40,five
High-Mid,USA,M,13,E,A,N,2,2.371205,6,NP,S,M,10,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,22,E,DBAG,N,22,2.371205,1,PB,S,M,125,'Bachelors (4 years)',N,42,zero
High-Mid,USA,M,5,E,DA,N,5,2.371205,2,PB,SE,M,8,'Bachelors (4 years)',N,40,three
Low,UAE,O,3,E,DA,N,3,2.371205,6,SG,SR,M,15,'Bachelors (4 years)',N,45,two
High-Mid,USA,M,16,E,DBAG,Y,5,2.371205,4,PB,SR,M,100,Masters,N,43,five
High,USA,P,1,EC,DS,N,3,2.371205,0,PB,C,M,2,'Bachelors (4 years)',YesValid,40,zero
Low,USA,M,6,E,DBAG,N,6,2.371205,2,PB,S,M,25,'Associates (2 years)',N,50,zero
High-Mid,USA,M,10,EC,D,N,10,2.371205,5,PB,SR,M,4,'Bachelors (4 years)',YesValid,40,zero
Low-Mid,USA,M,7,E,M,Y,5,2.371205,1,PB,S,M,2,'None (no degree completed)',N,50,zero
Low-Mid,Canada,M,25,E,DBAD,N,3,2.371205,1,PB,SR,M,15,'None (no degree completed)',YesExpired,40,one
High-Mid,USA,M,20,E,DT,N,1,2.371205,0,PB,S,M,2,'Bachelors (4 years)',N,40,one
Low,USA,M,2,E,DA,N,2,2.371205,3,PB,SE,M,12,'Bachelors (4 years)',N,42,zero
High-Mid,USA,M,22,E,DA,N,22,2.371205,1,PB,S,F,3,'Bachelors (4 years)',N,45,five
Low-Mid,USA,M,1,E,DA,N,1,2.371205,1,PB,S,M,2,'Bachelors (4 years)',N,50,zero
High-Mid,USA,M,6,E,DT,N,1,2.371205,6,PB,S,M,4,'Bachelors (4 years)',YesValid,40,one
High-Mid,USA,M,16,IC,DT,N,10,2.371205,0,PB,S,M,24,'None (no degree completed)',YesExpired,60,three
Low-Mid,USA,M,2,E,AN,N,1,2.371205,2,PB,S,M,2,'Bachelors (4 years)',YesValid,40,zero
Low-Mid,USA,M,9,E,DT,N,6,2.371205,6,PB,SR,M,20,'Bachelors (4 years)',YesExpired,45,zero
Low-Mid,USA,M,4,E,DT,N,1,2.371205,1,PB,S,M,6,'Bachelors (4 years)',N,40,zero
Low-Mid,USA,M,2,E,AN,Y,2,2.371205,6,PB,SE,M,2,'Bachelors (4 years)',N,55,zero
High,USA,M,15,E,DA,N,10,2.371205,0,PB,S,M,6,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,8,E,D,N,5,2.371205,1,PB,S,F,2,'Bachelors (4 years)',YesValid,43,zero
High-Mid,USA,M,16,E,AN,N,16,2.371205,0,SG,S,M,3,'None (no degree completed)',N,40,zero
Low-Mid,Norway,M,8,E,A,N,10,2.371205,1,PB,S,M,17,'Bachelors (4 years)',YesValid,38,one
Low,USA,M,4,E,AN,N,1,2.371205,2,PB,S,F,1,Masters,N,40,zero
Low-Mid,USA,M,8,E,D,N,3,2.371205,0,NP,SE,M,3,'Bachelors (4 years)',YesValid,40,zero
High-Mid,USA,M,17,E,AN,N,3,2.371205,2,NP,S,F,4,'Bachelors (4 years)',YesExpired,38,one
Low,USA,M,2,E,AN,N,2,2.371205,0,PB,C,M,1,'Bachelors (4 years)',N,40,zero
Low,USA,M,10,E,DBAG,N,3,2.371205,0,LG,S,M,8,'Bachelors (4 years)',YesValid,40,zero
High-Mid,USA,M,15,E,DBAD,N,1,2.371205,1,PB,S,M,60,'Bachelors (4 years)',YesExpired,40,zero
High-Mid,USA,M,4,E,DT,N,3,2.371205,1,PB,S,M,80,'Bachelors (4 years)',YesValid,42,zero
High,USA,M,16,E,M,Y,7,2.371205,3,PB,S,M,15,'Bachelors (4 years)',YesExpired,45,zero
High-Mid,USA,M,12,E,DBAG,N,4,2.371205,1,PB,SR,M,50,'Bachelors (4 years)',N,40,five
High-Mid,USA,M,5,E,DBAP,N,5,2.371205,5,PB,S,M,300,'Bachelors (4 years)',YesValid,50,one
Low-Mid,USA,M,15,E,M,N,5,2.371205,0,PB,C,M,2,'None (no degree completed)',N,48,three
High,USA,M,15,E,DBAD,N,2,2.371205,6,PB,S,M,75,'Bachelors (4 years)',N,50,two
Low,USA,M,4,E,DT,Y,2,2.371205,0,PB,S,M,2,'Bachelors (4 years)',N,35,zero
High,USA,M,18,EC,A,N,18,2.371205,3,PB,S,M,7,'Associates (2 years)',YesExpired,45,one
High-Mid,USA,M,15,E,DBAP,N,3,2.371205,1,PB,S,M,50,'Bachelors (4 years)',YesExpired,40,one
Low,UK,M,2,E,DBAG,N,2,2.371205,1,PB,S,M,5,'None (no degree completed)',N,40,zero
High-Mid,USA,M,19,E,D,Y,2,2.371205,0,PB,C,M,3,'Associates (2 years)',YesExpired,40,zero
High-Mid,USA,M,20,E,DBAP,N,3,2.371205,0,PB,S,M,45,'Bachelors (4 years)',YesExpired,6,three
High,Australia,M,15,IC,D,N,1,2.371205,1,PB,SR,M,3,'Bachelors (4 years)',YesExpired,38,zero
High,USA,M,10,E,DT,N,10,2.371205,5,PB,SR,M,20,'None (no degree completed)',YesValid,40,one
High,USA,M,17,E,DT,Y,4,2.371205,5,PB,S,M,10,'Bachelors (4 years)',YesValid,50,five
Low,Poland,M,10,E,D,N,2,2.371205,4,PB,S,M,1,Masters,YesValid,40,zero
Low,USA,O,6,E,AN,N,6,2.371205,1,E,S,M,5,Masters,N,35,zero
High,USA,M,10,E,DBAP,N,3,2.371205,3,SG,S,M,32,'Bachelors (4 years)',YesExpired,35,one
High-Mid,USA,O,15,E,DBAG,N,25,2.371205,0,PB,S,M,17,'Bachelors (4 years)',N,50,five
High,USA,M,10,E,DBAD,Y,4,2.371205,0,PB,S,M,6,'Bachelors (4 years)',YesValid,55,two
Low-Mid,USA,P,6,E,DBAP,N,6,2.371205,1,PB,S,M,24,'None (no degree completed)',N,40,zero
Low,Canada,M,6,E,DBAP,N,3,2.371205,1,PB,SR,M,25,'Bachelors (4 years)',YesValid,40,zero
Low,USA,P,2,E,AN,N,3,2.371205,1,PB,S,M,2,'Bachelors (4 years)',N,40,zero
Low-Mid,USA,M,7,E,DBAP,N,5,2.371205,1,LG,S,M,80,Masters,YesExpired,42,zero
Low-Mid,USA,M,3,E,DT,N,1,2.371205,5,PB,S,M,3,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,10,E,DBAP,N,10,2.371205,0,PB,S,M,20,'Bachelors (4 years)',YesValid,42,two
Low-Mid,UK,M,10,E,DBAD,N,3,2.371205,6,PB,SE,M,100,'Bachelors (4 years)',YesValid,40,zero
High,USA,M,18,EC,DBAG,N,5,2.371205,6,PB,S,M,250,'Bachelors (4 years)',YesExpired,40,five
Low,UK,M,9,E,A,N,3,2.371205,0,LG,S,M,47,'Bachelors (4 years)',YesValid,42,zero
High-Mid,Norway,O,4,E,DBAP,N,9,2.371205,6,FG,S,M,59,'None (no degree completed)',YesExpired,38,zero
High,USA,M,19,E,DBAD,N,31,2.371205,2,PB,S,M,300,Masters,YesValid,40,three
High,USA,M,12,E,DBAG,N,6,2.371205,1,PB,S,M,50,'Bachelors (4 years)',N,40,five
Low-Mid,New-Zealand,M,9,E,DT,N,2,2.371205,1,PB,S,M,5,'Bachelors (4 years)',YesValid,37,zero
Low-Mid,USA,M,3,E,DBAP,N,2,2.371205,1,NP,S,F,12,'Bachelors (4 years)',YesValid,45,zero
Low,UK,M,6,E,DT,N,3,2.371205,0,PB,S,M,5,'Bachelors (4 years)',N,37,one
Low-Mid,USA,M,7,E,DT,N,4,2.371205,0,PB,S,M,8,'Associates (2 years)',N,35,zero
Low,Canada,M,9,E,DBAG,N,6,2.371205,3,PB,S,M,200,'Associates (2 years)',N,50,zero
Low-Mid,USA,M,15,E,DT,N,15,2.371205,1,PB,S,M,6,'Associates (2 years)',N,40,zero
Low,USA,M,4,E,DS,Y,1,2.371205,0,PB,S,M,1,Masters,N,35,zero
High-Mid,USA,M,9,E,D,N,3,2.371205,0,NP,SR,M,3,'Bachelors (4 years)',N,40,zero
Low-Mid,Ireland,M,13,E,D,N,1,2.371205,1,PB,S,M,6,'Bachelors (4 years)',YesValid,40,zero
High,USA,M,16,E,M,Y,1,2.371205,5,PB,C,M,50,'Bachelors (4 years)',YesExpired,50,five
High,USA,M,16,E,A,N,5,2.371205,0,NP,S,M,14,'Bachelors (4 years)',YesValid,50,five
Low-Mid,USA,M,10,E,AN,N,1,2.371205,1,PB,SR,M,2,'None (no degree completed)',YesExpired,35,zero
Low,CostaRica,M,5,E,DBAG,N,5,2.371205,3,PB,S,M,10,'Bachelors (4 years)',N,40,four
High-Mid,USA,M,10,E,DBAG,N,6,2.371205,1,PB,S,M,11,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,5,E,DBAG,N,5,2.371205,0,PB,S,M,5,'None (no degree completed)',YesValid,40,zero
Low,UK,M,19,E,DBAD,Y,15,2.371205,0,PB,S,M,10,'None (no degree completed)',YesExpired,38,zero
Low-Mid,Guernsey,M,9,E,DBAG,N,5,2.371205,0,PB,SE,M,70,'Bachelors (4 years)',YesExpired,38,zero
High-Mid,USA,M,22,E,DBAG,N,5,2.371205,2,PB,S,M,4,'Bachelors (4 years)',YesExpired,45,zero
High-Mid,USA,M,15,E,DT,N,2,2.371205,0,PB,C,M,12,'Bachelors (4 years)',N,40,zero
Low-Mid,USA,M,17,E,AN,N,5,2.371205,0,LG,S,M,200,'None (no degree completed)',YesExpired,40,zero
Low-Mid,USA,M,10,E,M,Y,2,2.371205,0,PB,SE,M,1,'None (no degree completed)',N,55,three
High,USA,M,13,E,M,Y,2,2.371205,0,PB,SE,M,150,'Bachelors (4 years)',YesExpired,45,zero
High,New-Zealand,M,12,EC,DBAP,N,6,2.371205,3,LG,S,M,50,'Bachelors (4 years)',YesExpired,45,zero
High,USA,M,12,EC,DT,Y,4,2.371205,6,PB,S,M,150,Masters,N,50,five
High-Mid,USA,M,10,E,DBAP,N,8,2.371205,3,PB,S,M,500,'Bachelors (4 years)',YesValid,45,one
Low-Mid,Canada,M,15,E,DBAP,N,7,2.371205,0,PB,S,M,500,'Bachelors (4 years)',N,40,three
Low-Mid,USA,M,4,E,DT,N,1,2.371205,1,PB,S,M,1,'Bachelors (4 years)',N,35,zero
High,USA,M,17,E,DBAP,Y,17,2.371205,3,PB,S,M,53,'Bachelors (4 years)',N,55,five
High,USA,O,10,E,D,N,5,2.371205,3,PB,S,M,20,Masters,YesValid,50,zero
Low,USA,M,1,E,DBAG,N,1,2.371205,1,PB,S,M,200,'Associates (2 years)',YesValid,45,one
Low,USA,M,3,P,DBAP,N,3,2.371205,2,LG,SR,M,100,'Associates (2 years)',N,20,zero
Low-Mid,USA,M,7,E,DT,N,1,2.371205,1,PB,S,M,2,'Bachelors (4 years)',YesExpired,45,four
Low-Mid,USA,M,20,E,DS,N,20,2.371205,0,NP,S,M,5,Masters,YesValid,50,zero
High-Mid,UK,M,20,E,A,N,1,2.371205,6,PB,S,M,0,'Bachelors (4 years)',YesValid,45,three
Low,Poland,M,10,E,DBAG,N,2,2.371205,3,PB,S,M,200,Masters,YesValid,40,one
High-Mid,UK,M,18,E,DBAD,N,3,2.371205,3,PB,S,M,20,'Bachelors (4 years)',YesExpired,40,zero
High,UK,M,8,IC,DBAP,N,3,2.371205,0,PB,S,M,1000,'None (no degree completed)',YesExpired,60,zero
Low-Mid,USA,M,5,E,DT,N,5,2.371205,0,PB,C,M,6,'Bachelors (4 years)',YesValid,50,five
Low,USA,M,6,E,DBAG,N,6,2.371205,1,FG,S,F,3,'Bachelors (4 years)',YesValid,40,zero
Low,Canada,M,12,E,DBAG,N,4,2.371205,0,NP,S,M,2,'Associates (2 years)',N,38,two
Low,Romania,M,2,E,DBAP,N,2,2.371205,2,PB,S,M,30,Masters,YesValid,40,zero
Low-Mid,USA,O,5,E,DBAG,N,5,2.371205,1,PB,S,M,5,Masters,YesExpired,45,zero
High-Mid,USA,M,8,E,D,N,3,2.371205,1,PB,C,M,3,'Bachelors (4 years)',N,55,zero
High,USA,M,22,E,A,N,20,2.371205,0,PB,S,M,10,'Bachelors (4 years)',N,50,zero
Low,UK,M,6,E,DT,N,5,2.371205,2,PB,SR,M,30,'Associates (2 years)',YesValid,38,zero
Low,USA,M,2,E,DBAG,N,2,2.371205,2,PB,SR,F,35,'Bachelors (4 years)',N,40,one
High-Mid,USA,M,11,E,DT,N,5,2.371205,6,PB,S,M,25,'None (no degree completed)',N,42,three
Low-Mid,USA,M,5,E,E,N,1,2.371205,0,PB,S,M,2,'Bachelors (4 years)',YesValid,40,zero
Low,Spain,M,10,E,AN,Y,10,2.371205,2,PB,SR,M,10,Masters,YesValid,40,one
Low-Mid,USA,M,9,E,A,N,6,2.371205,0,E,SE,M,9,'Bachelors (4 years)',YesValid,40,zero
High-Mid,USA,M,20,E,DBAG,N,2,2.371205,1,SG,S,M,10,'Bachelors (4 years)',YesExpired,37,zero
High,USA,M,18,E,DT,N,18,2.371205,0,PB,S,M,300,Masters,N,45,one
Low,Canada,MS,3,E,AN,Y,2,2.371205,0,SG,S,M,2,Masters,N,35,zero
High-Mid,USA,DB2,6,E,AN,N,6,2.371205,0,PB,S,M,3,'Bachelors (4 years)',YesExpired,40,zero
High-Mid,USA,M,5,E,E,N,5,2.371205,3,PB,S,M,50,'Bachelors (4 years)',N,40,zero
Low-Mid,USA,O,3,E,D,N,3,2.371205,2,PB,SE,M,4,'Bachelors (4 years)',N,42,zero
High-Mid,USA,O,18,E,DBAG,N,16,2.371205,3,E,S,M,14,'None (no degree completed)',YesExpired,40,zero
High-Mid,USA,M,10,E,DBAG,N,5,2.371205,0,PB,S,M,13,'Bachelors (4 years)',YesExpired,45,zero
Low-Mid,Sweden,M,6,EC,DBAG,N,5,2.371205,3,PB,C,M,5,Masters,YesValid,40,zero
Low-Mid,USA,M,2,E,DT,N,2,2.371205,5,PB,S,M,6,'Bachelors (4 years)',N,48,zero
High,USA,O,1,E,DT,N,8,2.371205,1,PB,S,M,5,'None (no degree completed)',N,40,zero
High,Hungary,M,17,IC,DBAG,Y,5,2.371205,2,PB,S,M,130,'Bachelors (4 years)',YesValid,44,three
High,USA,M,7,E,D,N,4,2.371205,1,PB,SR,M,3,Masters,N,42,zero
Low,Portugal,M,10,E,DBAP,N,1,2.371205,5,PB,S,M,194,'Bachelors (4 years)',YesValid,40,zero
High,USA,M,12,E,A,N,2,2.371205,0,PB,S,M,60,'Bachelors (4 years)',YesExpired,55,zero
High-Mid,USA,M,11,E,DT,N,6,2.371205,1,PB,SR,M,8,'Bachelors (4 years)',N,50,zero
Low-Mid,USA,M,2,E,DA,N,2,2.371205,1,E,C,M,5,'Bachelors (4 years)',N,42,zero
Low-Mid,USA,P,1,E,AN,N,1,2.371205,2,PB,C,M,1,'Bachelors (4 years)',N,40,zero
Low-Mid,Ireland,MA,5,E,AN,Y,3,2.371205,0,PB,SE,M,5,'Associates (2 years)',N,55,two
Low,USA,M,2,EC,AN,N,2,2.371205,3,PB,SE,M,5,'Associates (2 years)',YesValid,40,five
Low-Mid,USA,M,4,IC,AN,Y,3,2.371205,0,PB,C,M,1,Masters,N,45,four
High-Mid,USA,M,15,E,M,Y,1,2.371205,0,PB,S,M,100,'Bachelors (4 years)',N,40,zero
High-Mid,Ireland,O,10,EC,DBAG,N,1,2.371205,5,PB,S,M,4,'Bachelors (4 years)',YesValid,45,zero
High,USA,M,13,E,DA,N,12,2.371205,6,PB,SR,M,20,'Bachelors (4 years)',N,40,one
High-Mid,USA,M,8,E,A,Y,7,2.371205,0,PB,S,M,12,'Bachelors (4 years)',N,45,zero
High,USA,M,13,EC,A,Y,3,2.371205,3,PB,S,M,120,'Associates (2 years)',YesValid,58,zero
Low,USA,M,2,E,DBAP,N,2,2.371205,4,LG,SR,M,35,'Bachelors (4 years)',YesValid,40,zero
Low,UK,M,1,E,AN,N,0,2.371205,2,LG,SE,M,3,'Bachelors (4 years)',N,40,zero
Low,USA,M,4,E,DBAG,N,1,2.371205,6,PB,S,M,200,'Bachelors (4 years)',N,45,zero
Low,USA,M,7,E,DBAG,N,5,2.371205,1,E,S,M,30,'Bachelors (4 years)',N,40,zero
Low,UK,M,1,E,AN,N,1,2.371205,6,E,SE,M,17,'Bachelors (4 years)',N,38,four
Low,Poland,M,10,E,A,Y,12,2.371205,0,PB,C,M,120,Masters,YesValid,40,zero
Low,Canada,M,4,E,D,N,4,2.371205,4,SG,S,M,7,'Bachelors (4 years)',N,40,zero
High-Mid,Canada,M,12,E,DBAG,N,1,2.371205,0,PB,SE,M,10,'None (no degree completed)',N,40,zero
Low,Spain,M,3,E,DT,N,3,2.371205,1,PB,S,M,6,'None (no degree completed)',YesValid,40,zero
Low-Mid,USA,M,17,E,DA,Y,15,2.371205,0,PB,S,M,4,'Bachelors (4 years)',N,40,five
High-Mid,USA,M,10,E,DBAG,Y,10,2.371205,6,PB,S,M,1200,'None (no degree completed)',N,40,two
High,USA,M,12,E,DBAD,N,3,2.371205,1,PB,S,M,26,'Associates (2 years)',YesValid,50,zero
High,USA,M,15,E,M,Y,2,2.371205,0,PB,S,M,50,'Bachelors (4 years)',YesValid,45,zero
High,USA,M,10,E,M,Y,13,2.371205,0,PB,SE,M,5,'Bachelors (4 years)',YesExpired,50,two
High-Mid,USA,M,3,E,D,N,5,2.371205,0,PB,S,M,2,'Bachelors (4 years)',N,40,four
High-Mid,USA,M,13,E,DBAD,Y,3,2.371205,0,PB,S,M,12,'Bachelors (4 years)',N,45,one
Low,USA,M,3,E,AN,N,2,2.371205,2,PB,S,M,1,'Associates (2 years)',N,40,one
High,USA,P,6,IC,M,Y,7,2.371205,1,PB,S,M,6,'None (no degree completed)',N,50,five
Low-Mid,Canada,M,6,E,D,N,20,2.371205,3,SG,S,M,5,'None (no degree completed)',N,35,zero
Low,USA,M,2,E,DT,N,2,2.371205,3,PB,S,M,4,'Bachelors (4 years)',YesExpired,47,one
High,USA,M,20,E,A,Y,4,2.371205,0,PB,S,M,8,'None (no degree completed)',YesValid,40,two
Low-Mid,USA,M,7,E,DT,N,7,2.371205,6,PB,SE,F,5,'Associates (2 years)',N,45,zero
Low-Mid,USA,M,5,E,AN,N,5,2.371205,0,PB,SE,M,4,Masters,N,50,two
High,USA,M,20,EC,DBAG,N,5,2.371205,0,PB,S,M,100,'Bachelors (4 years)',N,40,three
High,USA,M,6,EC,DA,N,1,2.371205,1,FG,S,F,3,'Bachelors (4 years)',N,40,two
High-Mid,USA,M,3,E,A,N,17,2.371205,0,PB,SE,M,2,'Bachelors (4 years)',N,40,one
High-Mid,USA,M,17,E,DBAP,N,8,2.371205,1,PB,S,M,160,'Bachelors (4 years)',YesValid,45,three
Low-Mid,USA,P,2,E,D,N,4,2.371205,0,PB,SR,M,20,'Bachelors (4 years)',N,40,one
Low,USA,O,1,E,AN,N,1,2.371205,0,SG,S,M,1,'Bachelors (4 years)',N,40,one
High,USA,M,6,E,E,N,4,2.371205,1,PB,SE,M,3,'Bachelors (4 years)',N,36,zero
Low-Mid,USA,M,4,EC,DBAD,N,1,2.371205,2,PB,S,M,30,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,12,E,E,N,7,2.371205,0,PB,C,M,1,Masters,YesValid,45,two
Low-Mid,USA,M,4,E,DBAG,N,2,2.371205,6,PB,S,M,3000,'Bachelors (4 years)',N,42,one
High,USA,M,14,E,A,N,2,2.371205,0,PB,S,M,12,'None (no degree completed)',N,45,one
Low,Argentina,M,6,E,DBAP,Y,6,2.371205,6,PB,S,M,20000,'Associates (2 years)',YesValid,50,three
High-Mid,USA,A,13,E,A,N,4,2.371205,0,PB,S,M,2,'Associates (2 years)',YesExpired,35,zero
High-Mid,USA,M,2,E,D,N,3,2.371205,1,PB,S,M,4,'Bachelors (4 years)',N,44,zero
Low,Canada,M,13,E,DBAG,Y,13,2.371205,5,LG,S,M,100,'None (no degree completed)',YesValid,40,zero
Low-Mid,USA,M,3,E,AN,Y,1,2.371205,0,NP,S,M,3,'Bachelors (4 years)',N,60,one
High-Mid,USA,M,10,E,DT,N,2,2.371205,3,PB,S,F,5,'Bachelors (4 years)',N,50,one
Low-Mid,USA,M,19,E,DT,N,3,2.371205,2,NP,S,M,150,'Associates (2 years)',YesValid,44,one
High-Mid,USA,RDS,1,E,AN,N,1,2.371205,0,PB,SE,M,2,Masters,YesValid,40,one
High,USA,M,12,E,DBAP,N,12,2.371205,6,PB,SE,M,300,'Bachelors (4 years)',YesValid,45,one
High,USA,M,18,E,A,Y,8,2.371205,0,PB,SE,F,40,'Bachelors (4 years)',N,65,zero
Low-Mid,USA,M,2,E,AN,N,1,2.371205,6,PB,SR,M,5,Masters,N,40,zero
High-Mid,USA,M,8,E,D,N,4,2.371205,0,PB,SR,F,5,'Bachelors (4 years)',N,65,zero
Low,Australia,M,12,E,DT,N,12,2.371205,2,PB,S,M,20,'Bachelors (4 years)',N,40,two
Low-Mid,USA,M,7,E,A,N,1,2.371205,1,NP,S,M,24,'Bachelors (4 years)',N,40,zero
Low,Australia,M,3,EC,DBAP,N,2,2.371205,5,FG,S,M,1200,'None (no degree completed)',YesValid,40,two
Low,USA,M,4,E,AN,N,2,2.371205,1,PB,S,F,1,'Bachelors (4 years)',N,35,zero
